CPH-L-123. Counties Ranked by Median Household Income Within the United States and Within the State: 1989




-----------------------------------------------------------
                                        Median,Rank,Rank
"Benton County, IN","$26,860",797,46
"Blackford County, IN","$25,523",1011,62
"Boone County, IN","$34,652",212,6
"Brown County, IN","$29,425",517,25
"Carroll County, IN","$28,506",597,32
"Cass County, IN","$25,963",921,55
"Clark County, IN","$27,386",729,43
"Clay County, IN","$23,470",1408,79
"Clinton County, IN","$26,148",889,52
"Crawford County, IN","$20,367",2202,92
"Daviess County, IN","$22,801",1553,86
"Dearborn County, IN","$31,398",341,13
"Decatur County, IN","$27,701",684,40
"De Kalb County, IN","$30,970",381,20
"Delaware County, IN","$24,436",1220,73
"Dubois County, IN","$31,227",357,15
"Elkhart County, IN","$30,973",379,18
"Fayette County, IN","$25,565",1004,61
"Floyd County, IN","$28,460",604,34
"Fountain County, IN","$24,772",1153,68
"Franklin County, IN","$27,734",676,38
"Fulton County, IN","$26,141",890,53
"Gibson County, IN","$25,985",920,54
"Grant County, IN","$26,248",881,50
"Greene County, IN","$23,139",1476,82
"Hamilton County, IN","$45,748",38,1
"Hancock County, IN","$37,333",141,3
"Harrison County, IN","$27,238",749,45
"Hendricks County, IN","$39,892",105,2
"Henry County, IN","$25,668",984,60
"Howard County, IN","$31,511",333,12
"Huntington County, IN","$29,681",491,24
"Jackson County, IN","$25,767",960,57
"Jasper County, IN","$28,546",591,31
"Jay County, IN","$23,705",1357,76
"Jefferson County, IN","$24,820",1140,65
"Jennings County, IN","$24,617",1181,70
"Johnson County, IN","$35,035",207,5
"Knox County, IN","$21,550",1888,90
"Kosciusko County, IN","$31,666",321,10
"Lagrange County, IN","$27,296",741,44
"Lake County, IN","$30,439",426,21
"La Porte County, IN","$28,469",603,33
"Lawrence County, IN","$25,764",961,58
"Madison County, IN","$27,435",719,42
"Marion County, IN","$29,152",543,27
"Marshall County, IN","$28,311",624,35
"Martin County, IN","$23,344",1438,81
"Miami County, IN","$24,441",1217,72
"Monroe County, IN","$24,781",1150,66
"Montgomery County, IN","$28,020",646,37
"Morgan County, IN","$32,762",266,8
"Newton County, IN","$28,624",582,30
"Noble County, IN","$29,845",481,23
"Ohio County, IN","$26,237",883,51
"Orange County, IN","$21,015",2035,91
"Owen County, IN","$23,404",1423,80
"Parke County, IN","$24,514",1203,71
"Perry County, IN","$24,158",1277,74
"Pike County, IN","$23,096",1487,83
"Porter County, IN","$37,142",144,4
"Posey County, IN","$31,530",331,11
"Pulaski County, IN","$25,418",1031,63
"Putnam County, IN","$27,708",682,39
"Randolph County, IN","$24,773",1151,67
"Ripley County, IN","$26,608",832,49
"Rush County, IN","$25,111",1097,64
"St. Joseph County, IN","$28,235",632,36
"Scott County, IN","$21,723",1838,89
"Shelby County, IN","$30,366",431,22
"Spencer County, IN","$28,777",570,29
"Starke County, IN","$22,784",1560,87
"Steuben County, IN","$29,203",536,26
"Sullivan County, IN","$22,940",1529,84
"Switzerland County, IN","$23,871",1323,75
"Tippecanoe County, IN","$27,630",688,41
"Tipton County, IN","$31,198",360,16
"Union County, IN","$24,635",1179,69
"Vanderburgh County, IN","$25,798",955,56
"Vermillion County, IN","$22,339",1671,88
"Vigo County, IN","$23,505",1399,77
"Wabash County, IN","$26,724",813,47
"Warren County, IN","$25,680",981,59
"Warrick County, IN","$34,069",224,7
"Washington County, IN","$22,897",1536,85
"Wayne County, IN","$23,475",1407,78
"Wells County, IN","$31,261",354,14
"White County, IN","$26,610",831,48
"Whitley County, IN","$31,128",365,17
"Adair County, IA","$21,426",1930,83
"Adams County, IA","$20,570",2156,93
"Allamakee County, IA","$21,098",2017,88
"Appanoose County, IA","$17,833",2712,98
"Audubon County, IA","$21,501",1907,82
"Benton County, IA","$25,959",922,24
"Black Hawk County, IA","$25,683",980,29
"Boone County, IA","$26,110",897,22
"Bremer County, IA","$27,326",735,14
"Buchanan County, IA","$23,386",1429,53
"Buena Vista County, IA","$25,311",1057,33
"Butler County, IA","$23,292",1451,58
"Calhoun County, IA","$22,496",1626,70
"Carroll County, IA","$24,391",1233,45
"Cass County, IA","$21,801",1812,79
"Cedar County, IA","$27,713",679,12
"Cerro Gordo County, IA","$25,116",1096,36
"Cherokee County, IA","$22,967",1520,62
"Chickasaw County, IA","$24,656",1173,40
"Clarke County, IA","$21,735",1835,80
"Clay County, IA","$25,028",1113,37
"Clayton County, IA","$21,406",1941,84
"Clinton County, IA","$25,410",1032,32
"Crawford County, IA","$22,209",1712,75
"Dallas County, IA","$28,874",561,6
"Davis County, IA","$20,054",2281,94
"Decatur County, IA","$18,105",2667,97
"Delaware County, IA","$25,757",964,27
"Des Moines County, IA","$26,536",841,20
"Dickinson County, IA","$25,211",1073,34
"Dubuque County, IA","$28,276",629,9
"Emmet County, IA","$22,790",1557,66
"Fayette County, IA","$21,109",2015,87
"Floyd County, IA","$23,344",1439,55
"Franklin County, IA","$23,741",1350,48
"Fremont County, IA","$22,948",1526,63
"Greene County, IA","$22,320",1682,72
"Grundy County, IA","$26,314",870,21
"Guthrie County, IA","$23,356",1435,54
"Hamilton County, IA","$25,847",944,25
"Hancock County, IA","$25,445",1026,31
"Hardin County, IA","$23,457",1410,52
"Harrison County, IA","$22,258",1699,73
"Henry County, IA","$24,952",1126,38
"Howard County, IA","$21,913",1787,77
"Humboldt County, IA","$24,557",1194,42
"Ida County, IA","$22,859",1542,65
"Iowa County, IA","$26,579",835,19
"Jackson County, IA","$22,487",1631,71
"Jasper County, IA","$28,702",572,7
"Jefferson County, IA","$22,630",1600,69
"Johnson County, IA","$27,862",664,11
"Jones County, IA","$24,480",1210,44
"Keokuk County, IA","$22,234",1706,74
"Kossuth County, IA","$23,321",1443,56
"Lee County, IA","$24,671",1165,39
"Linn County, IA","$32,137",293,2
"Louisa County, IA","$25,590",997,30
"Lucas County, IA","$21,316",1959,85
"Lyon County, IA","$22,676",1584,68
"Madison County, IA","$26,644",825,17
"Mahaska County, IA","$23,115",1482,60
"Marion County, IA","$27,991",652,10
"Marshall County, IA","$28,333",623,8
"Mills County, IA","$27,420",725,13
"Mitchell County, IA","$24,519",1201,43
"Monona County, IA","$20,714",2122,92
"Monroe County, IA","$20,745",2110,91
"Montgomery County, IA","$23,312",1446,57
"Muscatine County, IA","$29,786",485,5
"O'Brien County, IA","$23,125",1479,59
"Osceola County, IA","$23,037",1501,61
"Page County, IA","$22,050",1763,76
"Palo Alto County, IA","$21,223",1983,86
"Plymouth County, IA","$26,796",807,15
"Pocahontas County, IA","$23,517",1398,50
"Polk County, IA","$31,221",358,3
"Pottawattamie County, IA","$26,639",826,18
"Poweshiek County, IA","$26,063",904,23
"Ringgold County, IA","$20,761",2104,90
"Sac County, IA","$21,818",1807,78
"Scott County, IA","$29,979",469,4
"Shelby County, IA","$22,702",1578,67
"Sioux County, IA","$25,692",977,28
"Story County, IA","$26,668",820,16
"Tama County, IA","$24,297",1253,47
"Taylor County, IA","$18,641",2568,96
"Union County, IA","$21,550",1889,81
"Van Buren County, IA","$19,244",2448,95
"Wapello County, IA","$21,060",2026,89
"Warren County, IA","$32,452",280,1
"Washington County, IA","$25,822",949,26
"Wayne County, IA","$17,599",2749,99
"Webster County, IA","$23,692",1363,49
"Winnebago County, IA","$23,480",1404,51
"Winneshiek County, IA","$24,383",1236,46
"Woodbury County, IA","$25,186",1077,35
"Worth County, IA","$22,902",1535,64
"Wright County, IA","$24,582",1193,41
"Allen County, KS","$20,774",2098,80
"Anderson County, KS","$21,956",1778,59
"Atchison County, KS","$22,339",1672,50
"Barber County, KS","$21,476",1916,69
"Barton County, KS","$23,432",1414,41
"Bourbon County, KS","$20,367",2203,84
"Brown County, KS","$20,392",2195,83
"Butler County, KS","$31,012",373,3
"Chase County, KS","$20,128",2263,87
"Chautauqua County, KS","$17,067",2833,105
"Cherokee County, KS","$19,001",2507,98
"Cheyenne County, KS","$21,750",1829,65
"Clark County, KS","$24,003",1300,34
"Clay County, KS","$21,896",1793,62
"Cloud County, KS","$20,782",2097,79
"Coffey County, KS","$24,435",1221,32
"Comanche County, KS","$19,421",2407,96
"Cowley County, KS","$25,047",1108,26
"Crawford County, KS","$19,616",2371,93
"Decatur County, KS","$20,131",2261,86
"Dickinson County, KS","$22,953",1523,45
"Doniphan County, KS","$22,102",1745,57
"Douglas County, KS","$25,244",1067,25
"Edwards County, KS","$21,904",1791,61
"Elk County, KS","$17,730",2731,104
"Ellis County, KS","$22,466",1633,49
"Ellsworth County, KS","$20,064",2278,89
"Finney County, KS","$27,645",686,11
"Ford County, KS","$25,041",1110,27
"Franklin County, KS","$24,981",1119,28
"Geary County, KS","$21,905",1790,60
"Gove County, KS","$23,377",1433,44
"Graham County, KS","$22,047",1766,58
"Grant County, KS","$30,173",449,5
"Gray County, KS","$25,872",939,18
"Greeley County, KS","$25,709",975,20
"Greenwood County, KS","$19,481",2391,94
"Hamilton County, KS","$22,500",1624,48
"Harper County, KS","$21,226",1982,73
"Harvey County, KS","$27,539",702,13
"Haskell County, KS","$26,761",811,16
"Hodgeman County, KS","$23,788",1343,37
"Jackson County, KS","$25,398",1037,23
"Jefferson County, KS","$29,048",550,9
"Jewell County, KS","$18,839",2532,99
"Johnson County, KS","$42,741",69,1
"Kearny County, KS","$29,303",528,7
"Kingman County, KS","$22,763",1567,46
"Kiowa County, KS","$22,628",1601,47
"Labette County, KS","$21,871",1798,63
"Lane County, KS","$23,532",1394,40
"Leavenworth County, KS","$32,500",273,2
"Lincoln County, KS","$18,652",2567,102
"Linn County, KS","$21,287",1968,71
"Logan County, KS","$22,126",1738,56
"Lyon County, KS","$24,050",1292,33
"McPherson County, KS","$27,003",774,14
"Marion County, KS","$21,725",1837,66
"Marshall County, KS","$20,597",2150,81
"Meade County, KS","$23,403",1424,42
"Miami County, KS","$29,259",529,8
"Mitchell County, KS","$22,159",1724,54
"Montgomery County, KS","$20,864",2082,77
"Morris County, KS","$22,202",1715,53
"Morton County, KS","$25,659",985,21
"Nemaha County, KS","$22,144",1732,55
"Neosho County, KS","$22,299",1686,51
"Ness County, KS","$23,594",1380,39
"Norton County, KS","$21,259",1974,72
"Osage County, KS","$24,867",1137,29
"Osborne County, KS","$18,365",2618,103
"Ottawa County, KS","$21,852",1802,64
"Pawnee County, KS","$23,898",1319,35
"Phillips County, KS","$20,918",2067,76
"Pottawatomie County, KS","$25,305",1059,24
"Pratt County, KS","$23,865",1324,36
"Rawlins County, KS","$21,332",1957,70
"Reno County, KS","$24,665",1169,30
"Republic County, KS","$20,224",2238,85
"Rice County, KS","$21,088",2019,75
"Riley County, KS","$21,700",1844,67
"Rooks County, KS","$20,113",2267,88
"Rush County, KS","$19,356",2432,97
"Russell County, KS","$20,843",2084,78
"Saline County, KS","$25,728",970,19
"Scott County, KS","$25,474",1019,22
"Sedgwick County, KS","$30,216",445,4
"Seward County, KS","$26,055",908,17
"Shawnee County, KS","$29,879",477,6
"Sheridan County, KS","$21,540",1894,68
"Sherman County, KS","$21,138",2010,74
"Smith County, KS","$18,834",2534,100
"Stafford County, KS","$19,778",2337,91
"Stanton County, KS","$24,545",1195,31
"Stevens County, KS","$27,549",701,12
"Sumner County, KS","$26,885",791,15
"Thomas County, KS","$22,247",1704,52
"Trego County, KS","$19,921",2315,90
"Wabaunsee County, KS","$27,727",678,10
"Wallace County, KS","$20,417",2185,82
"Washington County, KS","$19,424",2404,95
"Wichita County, KS","$23,395",1427,43
"Wilson County, KS","$18,776",2542,101
"Woodson County, KS","$19,637",2365,92
"Wyandotte County, KS","$23,780",1344,38
"Adair County, KY","$15,809",2956,88
"Allen County, KY","$17,915",2702,74
"Anderson County, KY","$27,747",673,9
"Ballard County, KY","$19,371",2427,63
"Barren County, KY","$19,546",2380,60
"Bath County, KY","$15,940",2949,86
"Bell County, KY","$13,078",3101,108
"Boone County, KY","$34,485",217,2
"Bourbon County, KY","$22,445",1639,32
"Boyd County, KY","$23,835",1333,23
"Boyle County, KY","$23,125",1480,26
"Bracken County, KY","$19,684",2359,59
"Breathitt County, KY","$12,383",3120,114
"Breckinridge County, KY","$17,687",2737,75
"Bullitt County, KY","$29,455",513,5
"Butler County, KY","$17,514",2761,76
"Caldwell County, KY","$17,997",2687,73
"Calloway County, KY","$19,408",2411,61
"Campbell County, KY","$29,228",533,6
"Carlisle County, KY","$19,404",2413,62
"Carroll County, KY","$20,179",2248,55
"Carter County, KY","$17,083",2830,80
"Casey County, KY","$14,993",3018,98
"Christian County, KY","$21,032",2032,46
"Clark County, KY","$25,323",1052,16
"Clay County, KY","$12,732",3112,110
"Clinton County, KY","$11,348",3131,117
"Crittenden County, KY","$18,566",2584,66
"Cumberland County, KY","$12,989",3107,109
"Daviess County, KY","$24,399",1230,20
"Edmonson County, KY","$15,134",3013,96
"Elliott County, KY","$13,890",3074,104
"Estill County, KY","$16,056",2939,85
"Fayette County, KY","$28,056",642,8
"Fleming County, KY","$18,014",2684,72
"Floyd County, KY","$15,661",2970,92
"Franklin County, KY","$27,484",712,11
"Fulton County, KY","$16,087",2933,84
"Gallatin County, KY","$21,454",1923,39
"Garrard County, KY","$21,057",2028,45
"Grant County, KY","$24,502",1207,18
"Graves County, KY","$20,647",2136,48
"Grayson County, KY","$17,306",2796,78
"Green County, KY","$18,432",2608,67
"Greenup County, KY","$24,527",1198,17
"Hancock County, KY","$26,080",901,14
"Hardin County, KY","$24,431",1223,19
"Harlan County, KY","$14,774",3032,102
"Harrison County, KY","$21,787",1820,38
"Hart County, KY","$15,671",2968,91
"Henderson County, KY","$25,556",1005,15
"Henry County, KY","$22,528",1622,30
"Hickman County, KY","$20,347",2210,52
"Hopkins County, KY","$22,155",1727,36
"Jackson County, KY","$11,885",3128,116
"Jefferson County, KY","$27,092",768,12
"Jessamine County, KY","$27,059",770,13
"Johnson County, KY","$15,782",2958,89
"Kenton County, KY","$30,516",418,4
"Knott County, KY","$13,329",3095,106
"Knox County, KY","$12,697",3113,111
"Larue County, KY","$22,405",1654,34
"Laurel County, KY","$18,584",2582,65
"Lawrence County, KY","$15,273",3002,93
"Lee County, KY","$12,461",3117,113
"Leslie County, KY","$13,692",3086,105
"Letcher County, KY","$15,112",3015,97
"Lewis County, KY","$15,775",2960,90
"Lincoln County, KY","$17,169",2819,79
"Livingston County, KY","$20,892",2076,47
"Logan County, KY","$21,279",1970,41
"Lyon County, KY","$20,239",2236,54
"McCracken County, KY","$22,606",1605,29
"McCreary County, KY","$10,598",3135,119
"McLean County, KY","$20,474",2175,51
"Madison County, KY","$21,388",1946,40
"Magoffin County, KY","$12,160",3123,115
"Marion County, KY","$18,181",2657,70
"Marshall County, KY","$22,413",1653,33
"Martin County, KY","$15,142",3011,95
"Mason County, KY","$20,582",2154,50
"Meade County, KY","$23,676",1366,25
"Menifee County, KY","$14,650",3039,103
"Mercer County, KY","$22,774",1564,27
"Metcalfe County, KY","$14,815",3030,101
"Monroe County, KY","$15,214",3006,94
"Montgomery County, KY","$20,025",2288,56
"Morgan County, KY","$13,229",3098,107
"Muhlenberg County, KY","$18,679",2562,64
"Nelson County, KY","$24,220",1269,21
"Nicholas County, KY","$18,070",2675,71
"Ohio County, KY","$18,196",2653,69
"Oldham County, KY","$38,416",124,1
"Owen County, KY","$21,067",2024,44
"Owsley County, KY","$8,595",3141,120
"Pendleton County, KY","$22,500",1625,31
"Perry County, KY","$16,202",2925,83
"Pike County, KY","$17,468",2773,77
"Powell County, KY","$16,828",2864,81
"Pulaski County, KY","$18,198",2652,68
"Robertson County, KY","$19,756",2343,58
"Rockcastle County, KY","$14,967",3021,100
"Rowan County, KY","$15,922",2950,87
"Russell County, KY","$16,788",2868,82
"Scott County, KY","$27,563",699,10
"Shelby County, KY","$28,500",598,7
"Simpson County, KY","$21,793",1816,37
"Spencer County, KY","$22,680",1583,28
"Taylor County, KY","$21,083",2020,43
"Todd County, KY","$20,309",2215,53
"Trigg County, KY","$19,860",2326,57
"Trimble County, KY","$22,372",1664,35
"Union County, KY","$23,798",1340,24
"Warren County, KY","$24,175",1275,22
"Washington County, KY","$20,606",2149,49
"Wayne County, KY","$12,560",3116,112
"Webster County, KY","$21,189",1994,42
"Whitley County, KY","$14,979",3020,99
"Wolfe County, KY","$11,000",3133,118
"Woodford County, KY","$32,858",262,3
"Acadia Parish, LA","$16,022",2942,50
"Allen Parish, LA","$15,838",2954,51
"Ascension Parish, LA","$27,435",720,5
"Assumption Parish, LA","$20,021",2290,26
"Avoyelles Parish, LA","$13,451",3092,61
"Beauregard Parish, LA","$22,442",1641,16
"Bienville Parish, LA","$16,043",2941,49
"Bossier Parish, LA","$26,058",906,7
"Caddo Parish, LA","$22,395",1657,17
"Calcasieu Parish, LA","$24,375",1239,12
"Caldwell Parish, LA","$16,069",2936,48
"Cameron Parish, LA","$25,164",1085,10
"Catahoula Parish, LA","$14,956",3023,56
"Claiborne Parish, LA","$16,073",2935,47
"Concordia Parish, LA","$17,265",2803,41
"De Soto Parish, LA","$16,315",2914,45
"East Baton Rouge Parish, LA","$27,224",752,6
"East Carroll Parish, LA","$9,791",3140,64
"East Feliciana Parish, LA","$20,139",2257,25
"Evangeline Parish, LA","$13,797",3079,60
"Franklin Parish, LA","$15,159",3009,55
"Grant Parish, LA","$17,711",2734,39
"Iberia Parish, LA","$20,838",2087,22
"Iberville Parish, LA","$20,371",2199,24
"Jackson Parish, LA","$18,804",2540,31
"Jefferson Parish, LA","$27,916",658,4
"Jefferson Davis Parish, LA","$18,467",2600,36
"Lafayette Parish, LA","$24,339",1245,13
"Lafourche Parish, LA","$21,416",1936,19
"La Salle Parish, LA","$18,597",2577,34
"Lincoln Parish, LA","$19,254",2446,28
"Livingston Parish, LA","$25,470",1020,9
"Madison Parish, LA","$12,792",3111,62
"Morehouse Parish, LA","$17,309",2794,40
"Natchitoches Parish, LA","$15,778",2959,52
"Orleans Parish, LA","$18,477",2594,35
"Ouachita Parish, LA","$21,129",2012,20
"Plaquemines Parish, LA","$24,076",1287,14
"Pointe Coupee Parish, LA","$18,772",2544,32
"Rapides Parish, LA","$20,811",2090,23
"Red River Parish, LA","$14,831",3029,58
"Richland Parish, LA","$15,298",3000,54
"Sabine Parish, LA","$16,790",2867,44
"St. Bernard Parish, LA","$25,482",1018,8
"St. Charles Parish, LA","$31,777",315,1
"St. Helena Parish, LA","$15,475",2986,53
"St. James Parish, LA","$23,105",1485,15
"St. John the Baptist Parish, LA","$29,035",552,3
"St. Landry Parish, LA","$14,670",3037,59
"St. Martin Parish, LA","$19,116",2480,30
"St. Mary Parish, LA","$20,980",2043,21
"St. Tammany Parish, LA","$30,656",401,2
"Tangipahoa Parish, LA","$16,849",2861,43
"Tensas Parish, LA","$11,931",3126,63
"Terrebonne Parish, LA","$21,765",1827,18
"Union Parish, LA","$18,083",2671,38
"Vermilion Parish, LA","$18,202",2651,37
"Vernon Parish, LA","$19,147",2474,29
"Washington Parish, LA","$16,246",2920,46
"Webster Parish, LA","$18,716",2552,33
"West Baton Rouge Parish, LA","$24,852",1139,11
"West Carroll Parish, LA","$14,924",3026,57
"West Feliciana Parish, LA","$19,402",2414,27
"Winn Parish, LA","$16,967",2845,42
"Androscoggin County, ME","$26,979",779,6
"Aroostook County, ME","$22,230",1708,14
"Cumberland County, ME","$32,286",287,2
"Franklin County, ME","$24,432",1222,11
"Hancock County, ME","$25,247",1066,9
"Kennebec County, ME","$28,616",585,4
"Knox County, ME","$25,405",1033,8
"Lincoln County, ME","$28,373",615,5
"Oxford County, ME","$24,535",1196,10
"Penobscot County, ME","$26,631",827,7
"Piscataquis County, ME","$22,132",1735,15
"Sagadahoc County, ME","$31,948",301,3
"Somerset County, ME","$22,829",1547,13
"Waldo County, ME","$23,148",1474,12
"Washington County, ME","$19,993",2296,16
"York County, ME","$32,432",282,1
"Allegany County, MD","$21,546",1892,24
"Anne Arundel County, MD","$45,147",45,5
"Baltimore County, MD","$38,837",118,11
"Calvert County, MD","$47,608",28,3
"Caroline County, MD","$27,758",672,18
"Carroll County, MD","$42,378",75,7
"Cecil County, MD","$36,019",176,13
"Charles County, MD","$46,415",32,4
"Dorchester County, MD","$24,922",1129,20
"Frederick County, MD","$41,382",84,9
"Garrett County, MD","$22,733",1573,23
"Harford County, MD","$41,680",82,8
"Howard County, MD","$54,348",6,1
"Kent County, MD","$30,104",461,15
"Montgomery County, MD","$54,089",8,2
"Prince George's County, MD","$43,127",66,6
"Queen Anne's County, MD","$39,190",111,10
"St. Mary's County, MD","$37,158",143,12
"Somerset County, MD","$23,379",1432,22
"Talbot County, MD","$31,885",309,14
"Washington County, MD","$29,632",494,16
"Wicomico County, MD","$28,512",596,17
"Worcester County, MD","$27,586",692,19
"Baltimore city, MD","$24,045",1295,21
"Barnstable County, MA","$31,766",316,9
"Berkshire County, MA","$30,470",421,12
"Bristol County, MA","$31,520",332,10
"Dukes County, MA","$31,994",298,8
"Essex County, MA","$37,913",129,5
"Franklin County, MA","$30,350",434,13
"Hampden County, MA","$31,100",366,11
"Hampshire County, MA","$34,154",223,7
"Middlesex County, MA","$43,847",55,2
"Nantucket County, MA","$40,331",98,4
"Norfolk County, MA","$46,215",33,1
"Plymouth County, MA","$40,905",90,3
"Suffolk County, MA","$29,399",519,14
"Worcester County, MA","$35,774",181,6
"Alcona County, MI","$18,013",2685,73
"Alger County, MI","$21,569",1879,56
"Allegan County, MI","$30,596",406,16
"Alpena County, MI","$22,598",1607,49
"Antrim County, MI","$22,636",1598,48
"Arenac County, MI","$19,489",2387,69
"Baraga County, MI","$19,424",2405,70
"Barry County, MI","$30,516",419,17
"Bay County, MI","$27,940",657,27
"Benzie County, MI","$21,577",1875,55
"Berrien County, MI","$27,245",748,31
"Branch County, MI","$25,332",1051,37
"Calhoun County, MI","$27,476",713,29
"Cass County, MI","$28,002",649,24
"Charlevoix County, MI","$24,738",1157,40
"Cheboygan County, MI","$21,006",2038,60
"Chippewa County, MI","$21,449",1925,58
"Clare County, MI","$17,163",2820,79
"Clinton County, MI","$36,180",172,6
"Crawford County, MI","$21,497",1908,57
"Delta County, MI","$22,791",1555,46
"Dickinson County, MI","$24,809",1146,39
"Eaton County, MI","$35,734",183,8
"Emmet County, MI","$26,015",917,34
"Genesee County, MI","$31,030",372,13
"Gladwin County, MI","$18,587",2581,72
"Gogebic County, MI","$17,343",2787,78
"Grand Traverse County, MI","$29,034",553,22
"Gratiot County, MI","$24,530",1197,41
"Hillsdale County, MI","$26,019",915,33
"Houghton County, MI","$17,650",2744,77
"Huron County, MI","$21,852",1803,52
"Ingham County, MI","$30,162",450,19
"Ionia County, MI","$29,430",516,20
"Iosco County, MI","$20,091",2273,67
"Iron County, MI","$16,307",2915,81
"Isabella County, MI","$22,659",1590,47
"Jackson County, MI","$29,156",542,21
"Kalamazoo County, MI","$31,060",369,12
"Kalkaska County, MI","$22,078",1751,51
"Kent County, MI","$32,358",284,11
"Keweenaw County, MI","$13,821",3077,83
"Lake County, MI","$14,562",3046,82
"Lapeer County, MI","$35,874",177,7
"Leelanau County, MI","$28,589",589,23
"Lenawee County, MI","$31,012",374,14
"Livingston County, MI","$45,439",42,1
"Luce County, MI","$20,370",2200,65
"Mackinac County, MI","$19,397",2419,71
"Macomb County, MI","$38,931",117,3
"Manistee County, MI","$19,977",2299,68
"Marquette County, MI","$25,137",1091,38
"Mason County, MI","$21,701",1843,53
"Mecosta County, MI","$20,784",2096,64
"Menominee County, MI","$21,586",1874,54
"Midland County, MI","$33,948",229,10
"Missaukee County, MI","$20,932",2059,62
"Monroe County, MI","$35,462",195,9
"Montcalm County, MI","$23,880",1321,42
"Montmorency County, MI","$17,819",2716,74
"Muskegon County, MI","$25,617",991,35
"Newaygo County, MI","$23,468",1409,43
"Oakland County, MI","$43,407",61,2
"Oceana County, MI","$22,383",1660,50
"Ogemaw County, MI","$17,665",2741,76
"Ontonagon County, MI","$21,147",2006,59
"Osceola County, MI","$20,880",2079,63
"Oscoda County, MI","$17,772",2726,75
"Otsego County, MI","$26,356",863,32
"Ottawa County, MI","$36,507",162,4
"Presque Isle County, MI","$20,941",2053,61
"Roscommon County, MI","$17,047",2836,80
"Saginaw County, MI","$27,980",654,26
"St. Clair County, MI","$30,692",399,15
"St. Joseph County, MI","$27,510",708,28
"Sanilac County, MI","$23,107",1483,44
"Schoolcraft County, MI","$20,112",2268,66
"Shiawassee County, MI","$30,283",438,18
"Tuscola County, MI","$27,374",731,30
"Van Buren County, MI","$25,491",1016,36
"Washtenaw County, MI","$36,307",164,5
"Wayne County, MI","$27,997",650,25
"Wexford County, MI","$22,915",1532,45
"Aitkin County, MN","$17,564",2755,85
"Anoka County, MN","$40,076",102,4
"Becker County, MN","$20,920",2066,72
"Beltrami County, MN","$20,925",2062,71
"Benton County, MN","$26,619",828,23
"Big Stone County, MN","$19,408",2412,79
"Blue Earth County, MN","$25,366",1045,29
"Brown County, MN","$25,032",1111,30
"Carlton County, MN","$24,900",1135,32
"Carver County, MN","$39,188",112,5
"Cass County, MN","$18,732",2549,83
"Chippewa County, MN","$22,227",1709,58
"Chisago County, MN","$31,281",352,12
"Clay County, MN","$25,891",934,26
"Clearwater County, MN","$17,752",2728,84
"Cook County, MN","$22,908",1534,48
"Cottonwood County, MN","$21,661",1856,65
"Crow Wing County, MN","$22,250",1702,57
"Dakota County, MN","$42,218",78,2
"Dodge County, MN","$29,071",547,18
"Douglas County, MN","$22,067",1756,61
"Faribault County, MN","$22,421",1648,56
"Fillmore County, MN","$22,155",1728,59
"Freeborn County, MN","$24,764",1156,33
"Goodhue County, MN","$29,237",532,17
"Grant County, MN","$19,773",2340,78
"Hennepin County, MN","$35,659",187,7
"Houston County, MN","$25,846",946,27
"Hubbard County, MN","$20,151",2256,75
"Isanti County, MN","$31,308",348,11
"Itasca County, MN","$22,442",1642,55
"Jackson County, MN","$23,157",1473,45
"Kanabec County, MN","$22,495",1628,54
"Kandiyohi County, MN","$25,368",1042,28
"Kittson County, MN","$23,518",1397,41
"Koochiching County, MN","$23,411",1420,43
"Lac qui Parle County, MN","$21,646",1863,66
"Lake County, MN","$23,478",1406,42
"Lake of the Woods County, MN","$24,383",1237,38
"Le Sueur County, MN","$27,706",683,19
"Lincoln County, MN","$19,211",2458,80
"Lyon County, MN","$24,689",1161,34
"McLeod County, MN","$29,549",501,16
"Mahnomen County, MN","$16,924",2853,87
"Marshall County, MN","$21,707",1841,64
"Martin County, MN","$24,414",1227,37
"Meeker County, MN","$24,516",1202,35
"Mille Lacs County, MN","$22,689",1580,50
"Morrison County, MN","$22,102",1746,60
"Mower County, MN","$23,763",1345,40
"Murray County, MN","$22,673",1585,51
"Nicollet County, MN","$30,491",420,14
"Nobles County, MN","$22,942",1527,47
"Norman County, MN","$21,238",1980,69
"Olmsted County, MN","$35,789",180,6
"Otter Tail County, MN","$21,909",1789,63
"Pennington County, MN","$21,571",1878,67
"Pine County, MN","$21,191",1993,70
"Pipestone County, MN","$20,737",2115,74
"Polk County, MN","$22,559",1620,52
"Pope County, MN","$20,131",2262,76
"Ramsey County, MN","$32,043",296,10
"Red Lake County, MN","$19,926",2312,77
"Redwood County, MN","$22,827",1548,49
"Renville County, MN","$23,278",1453,44
"Rice County, MN","$29,596",499,15
"Rock County, MN","$24,483",1209,36
"Roseau County, MN","$25,910",932,25
"St. Louis County, MN","$24,093",1285,39
"Scott County, MN","$40,798",91,3
"Sherburne County, MN","$35,585",191,8
"Sibley County, MN","$24,957",1124,31
"Stearns County, MN","$27,512",707,20
"Steele County, MN","$30,571",410,13
"Stevens County, MN","$21,921",1784,62
"Swift County, MN","$18,740",2547,82
"Todd County, MN","$18,836",2533,81
"Traverse County, MN","$20,746",2109,73
"Wabasha County, MN","$26,998",775,21
"Wadena County, MN","$17,333",2789,86
"Waseca County, MN","$26,992",776,22
"Washington County, MN","$44,122",52,1
